4.413	1966	8.1	偷龙转凤(8033)
4.411	1997	8.6	心灵捕手(1704)
4.410	1957	7.4	电脑风云(6970)
4.409	1996	8.9	超级无敌掌门狗：阿德曼动画精选(720)
4.409	1958	8.4	通往绞刑架的电梯(32179)
4.409	1953	8.4	战地军魂(3196)
4.408	1996	7.8	失乐天堂：罗宾汉山儿童谋杀案(1361)
4.407	1994	9.4	这个杀手不太冷(293)
4.407	1983	NaN	None(8827)
4.406	1950	8.7	日落大道(922)
4.406	1934	7.3	二十世纪快车(32160)
4.406	2003	8.5	春夏秋冬又一春(8014)
4.406	1971	8.3	巨蟒剧团：前所未有的表演|And Now for Something Completely Different(2788)
4.405	1974	8.2	唐人街(1252)
4.404	1984	9.1	别假正经(2859)
4.404	1940	8.6	街角的商店(3097)
4.404	1997	8.5	洛城机密(1617)
4.404	1983	7.6	太空先锋(1231)
4.404	1930	6.8	疯狂的动物(7706)
4.404	1987	8.5	再见，孩子们(8128)
4.403	1994	8.6	重庆森林(123)
4.402	1993	0.0	新加坡弹弓(678)
4.402	2008	7.6	生人勿进(61240)
4.402	1995	NaN	None(47)
4.402	1987	7.5	怒火战线(3090)
4.402	1998	8.1	红色小提琴(2686)
4.401	1996	0.0	Un cos al bosc (1996)(2330)
4.401	1989	0.0	奴仆时代(2931)
4.401	1949	8.0	野良犬(7924)
4.400	1993	8.6	喜宴(7023)
4.399	1951	7.1	地球停转之日(1253)
4.399	2007	0.0	蝴蝶(55814)
4.399	1946	9.1	生活多美好(953)
4.398	1995	8.3	怒火青春(97)
4.398	2002	8.6	对她说(5878)
4.398	2000	0.0	惊爆大选绑票案(3275)
4.396	1999	8.6	绿里奇迹(3147)
4.394	1948	NaN	None(3089)
4.394	1978	8.6	最后华尔兹(5385)
4.393	1950	8.4	彗星美人(926)
4.393	1951	7.6	拉凡德山的暴徒(5603)
4.392	1962	7.1	满洲候选人(1267)
4.392	1996	8.3	给我一个爸(1446)
4.392	1944	7.8	逃亡(7215)
4.392	1986	8.2	恋恋山城(1131)
4.392	1981	0.0	逃亡者(5782)
4.392	2003	8.4	大企业(27846)
4.391	1957	9.0	卡比利亚之夜(2351)
4.390	1998	8.1	家宴(2360)
4.390	1996	8.0	弹簧刀(1358)
4.390	1962	8.6	审判(6460)
4.389	1970	8.1	巴顿将军(1272)
4.388	2004	8.7	卢旺达饭店(30749)
4.387	1982	8.5	甘地传(1293)
4.387	1950	6.9	绛帐海棠香(3341)
4.387	1952	8.3	正午(1283)
4.385	1994	7.9	精武英雄(26865)
4.385	1985	8.2	妙想天开(1199)
4.384	2003	NaN	None(27611)
4.383	1997	8.7	幽灵公主(3000)
4.383	1955	8.0	罗伯茨先生(3035)
4.383	2004	8.6	哈尔的移动城堡(31658)
4.382	1989	7.9	光荣(1242)
4.381	1967	7.7	炎热的夜晚(1950)
4.381	1970	7.9	鼹鼠(26258)
4.381	1971	8.3	哈洛与慕德(1235)
4.381	1955	7.0	捉贼记(933)
4.379	1963	8.5	仆人(5022)
4.379	1998	7.3	地狱搜查线(2930)
4.379	2000	8.5	偷拐抢骗(4011)
4.378	1984	8.2	杀戮战场(1299)
4.378	1945	7.8	欲海情魔(2612)
4.377	1982	8.6	电影梦(5932)
4.377	2006	8.5	坠入(59387)
4.376	1967	8.1	铁窗喋血(1276)
4.376	1992	6.9	终极斗士(8132)
4.375	2005	8.7	没有家的方向(38304)
4.374	1998	8.7	中央车站(2357)
4.373	1941	6.5	Shadow of the Thin Man(7833)
4.373	1965	8.5	日瓦戈医生(2067)
4.372	1950	8.7	罗生门(5291)
4.371	2007	8.6	谍影重重3(54286)
4.370	1984	8.6	莫扎特传(1225)
4.370	1937	8.4	大幻影(3134)
4.370	1963	8.5	八部半(1251)
4.365	1956	6.8	四海一家(4046)
4.365	1942	7.3	扬帆(4920)
4.364	2003	8.6	冰峰168小时(7256)
4.364	2008	8.3	摔角王(64839)
4.364	1996	8.3	变脸(2609)
4.363	2000	8.3	爱情是狗娘(4235)
4.361	1991	8.0	黑店狂想曲(1175)
4.361	2005	NaN	None(27773)
4.360	1950	8.1	兰闺艳血(6273)
4.360	1976	8.4	出租车司机(111)
4.359	1987	8.5	查令十字街84号(5404)
4.359	1984	8.7	风之谷(7099)
4.358	1986	NaN	None(6644)
4.358	1957	0.0	彩凤伴金龙(3096)
4.357	1994	0.0	A Great Day in Harlem(602)
4.357	1989	6.6	难以置信的事实(4183)
4.356	2008	8.2	米尔克(63876)
4.356	1964	8.8	典当商(3789)
4.355	1936	7.6	我的高德弗里(947)
4.354	1955	7.2	君子好逑(1946)
4.353	1999	8.4	十月的天空(2501)
4.353	1951	7.5	非洲女王号(969)
4.351	2004	8.6	撞车(33166)
4.351	1997	8.3	小小迪特想要飞(5059)
4.350	1979	8.2	告别昨日(3359)
4.350	1936	7.5	迷雾重重(7834)
4.349	1999	9.1	乐满哈瓦那(2677)
4.349	1949	8.4	歼匪喋血战(8491)
4.349	1962	9.1	切腹(26082)
4.349	1983	7.7	圣诞故事(2804)
4.347	1996	9.0	微观世界(1111)
4.347	2005	7.9	蝙蝠侠：侠影之谜(33794)
4.346	2004	8.2	勇往直前(27727)
4.345	1970	8.0	小巨人(3037)
4.345	1988	8.1	虎胆龙威(1036)
4.345	1999	8.6	史崔特先生的故事(2966)
4.345	1975	8.3	爱与死(3814)
4.344	2006	7.7	潘神的迷宫(48394)
4.344	2003	8.1	心灵驿站(6867)
4.344	1976	7.9	西部执法者(3508)
4.344	1935	7.8	三十九级台阶(965)
4.343	1962	8.3	最长的一天(3062)
4.343	1998	8.9	珠穆朗玛峰(1797)
4.343	1982	0.0	Marathon(6098)
4.342	1994	8.7	邮差(58)
4.342	1953	7.9	大内幕(5017)
4.341	1996	8.0	小孤星(1545)
4.341	1960	7.9	射杀钢琴师(7135)
4.341	1939	8.8	史密斯先生到华盛顿(954)
4.341	1987	0.0	游向高棉(7478)
4.341	1986	NaN	None(1296)
4.341	1982	6.7	没用的圣诞老人(6119)
4.340	2005	7.7	决战的理由(37240)
4.340	1927	NaN	None(3022)
4.339	1983	8.2	疤面煞星(4262)
4.339	1968	8.6	西部往事(1209)
4.339	2004	8.4	暖暖内含光(7361)
4.339	1998	8.2	罗拉快跑(2692)
4.338	1995	8.3	赛璐路壁橱(581)
4.337	1979	7.8	异形(1214)
4.337	1948	8.5	碧血金沙(1254)
4.337	1976	7.8	惊天大阴谋(6787)
4.337	1945	8.4	死亡之夜(6967)
4.337	1994	7.2	战士奇兵(290)
4.336	1986	8.9	伴我同行(1259)
4.336	1956	7.8	搜索者(3365)
4.336	1959	8.1	桃色血案(3801)
4.336	1962	8.5	阿拉伯的劳伦斯(1204)
4.336	1938	7.5	育婴奇谭(955)
4.335	1941	8.4	公民凯恩(923)
4.335	2001	8.5	无主之地(4967)
4.335	2000	9.2	南极坚忍号(4783)
4.335	1964	8.4	法外之徒(6023)
4.334	1998	9.1	两杆大烟枪(2542)
4.334	1975	8.4	德尔苏·乌扎拉(3470)
4.332	1987	7.6	赌场(4037)
4.330	1991	8.6	黑暗之心(26729)
4.330	1996	8.1	谈谈情跳跳舞(1537)
4.327	1957	8.1	桂河大桥(1250)
4.327	1959	8.6	热情如火(910)
4.327	2007	7.9	朱诺(56367)
4.326	1995	7.8	堕落天使(1757)
4.326	1980	8.4	愤怒的公牛(1228)
4.326	1983	NaN	None(1289)
4.325	2007	8.7	荒野生存(55247)
4.325	1996	8.0	愈爱愈美丽(1046)
4.325	2002	7.6	拼字比赛(6331)
4.324	1962	8.6	椿三十郎(2905)
4.323	2005	6.9	冲出宁静号(34405)
4.323	2004	7.8	超人总动员(8961)
4.323	2004	5.6	遥远星际：和平使者之战(63433)
4.323	1996	6.7	荒谬无稽(1365)
4.323	2004	7.9	DiG!(27879)
4.322	2000	7.4	你可以信赖我(3983)
4.322	1995	8.9	攻壳机动队(741)
4.321	1971	7.5	法国贩毒网(1953)
4.321	1993	8.6	图像的力量：莱尼·里芬施塔尔(363)
4.321	1968	8.1	血染雪山堡(6808)
4.320	2005	8.4	铁拳男人(33660)
4.319	2001	8.8	美丽心灵(4995)
4.319	1980	0.0	A Mérközés(1258)
4.319	1957	NaN	None(7241)
4.319	1986	7.7	异形2(1200)
4.319	1982	8.9	陆上行舟(2970)
4.318	2005	8.7	世上最快的印地安摩托(43396)
4.318	2001	8.9	战地摄影师(6672)
4.318	1991	8.4	岁月的童话(26743)
4.318	1986	8.9	天空之城(6350)
4.317	1988	8.7	碧海蓝天(1216)
4.317	1941	7.4	深闺疑云(2206)
4.317	1983	8.5	狼踪(3347)
4.317	1954	8.9	大路(7234)
4.316	1992	8.2	落水狗(1089)
4.315	2006	7.6	局内人(44199)
4.315	1986	7.8	春天不是读书天(2918)
4.315	2006	7.4	幸运数字斯莱文(44665)
4.314	1979	8.1	万世魔星(1080)
4.313	1979	8.2	富贵逼人来(1292)
4.313	1999	8.0	外部空间(2502)
4.312	1933	8.4	马布斯博士的遗嘱(8670)
4.312	1939	8.1	疑云重重(7831)
4.312	1979	8.3	现代启示录(1208)
4.312	1992	8.9	制造共识：乔姆斯基论媒体(8582)
4.312	1986	NaN	None(2467)
4.311	1958	7.7	太平洋潜艇战(2670)
4.310	1946	8.0	黄金时代(1939)
4.310	1960	NaN	None(4325)
4.309	1989	8.2	为了全人类(3338)
4.309	1955	6.8	黑岩喋血记(8094)
4.309	1950	7.9	我的朋友叫哈维(3088)
4.308	2004	8.4	摩托日记(8873)
4.307	1985	8.3	回到未来(1270)
4.307	1953	7.8	乱世忠魂(1944)
4.307	2008	8.4	贫民窟的百万富翁(63082)
4.306	1989	0.0	The White Dove(26649)
4.306	1987	8.5	全金属外壳(1222)
4.306	1924	9.3	福尔摩斯二世(25750)
4.306	1992	8.2	红猪(26776)
4.306	1962	8.3	随心所欲(7043)
4.304	1990	7.8	欧洲欧洲(6235)
4.304	2007	7.9	精英部队(55721)
4.304	1990	7.5	妮基塔(1249)
4.303	2007	8.0	美食总动员(50872)
4.303	1977	8.5	史楚锡流浪记(5121)
4.302	1995	8.6	安妮·弗兰克记得(116)
4.301	1967	7.9	毕业生(1247)
4.301	2001	8.4	怪兽电力公司(4886)
4.301	1947	7.8	幽灵与未亡人(943)
4.301	2000	8.8	梦之安魂曲(3949)
4.300	1945	8.2	爱德华大夫(931)
4.300	1993	7.9	战略室(556)
4.300	1996	8.2	秘密与谎言(1041)
4.299	1945	0.0	疑云风波(7832)
4.299	1990	7.6	我不是坏女孩(7489)
4.299	1994	8.8	低俗小说(296)
4.298	1942	7.4	小镇话语(6228)
4.298	1937	8.4	随我婆娑(1066)
4.297	1988	8.5	雨人(1961)
4.297	1944	8.0	煤气灯下(906)
4.297	1958	7.5	欢乐梅姑(3548)
4.296	1992	7.7	巧克力情人(265)
4.296	1944	8.0	救生艇(2202)
4.296	1996	7.0	摇摆者(1060)
4.296	1944	7.5	摩根河的奇迹(25905)
4.296	2002	7.4	神采公路(6902)
4.296	1981	7.3	体热(2917)
4.296	1932	7.0	趾高气扬(7091)
4.295	1935	7.3	歌声俪影(7132)
4.295	1966	NaN	None(7122)
4.295	1995	8.2	安东尼娅家族(82)
4.295	1929	8.9	持摄影机的人(6433)
4.294	1945	8.8	天堂的孩子(2920)
4.294	2004	8.2	深海长眠(27803)
4.294	1951	6.6	圣诞颂(8492)
4.294	2006	8.4	曾经(53123)
4.294	1949	7.5	当代奸雄(1942)
4.293	1954	7.9	码头风云(1945)
4.293	1965	8.6	黄昏双镖客(3681)
4.293	1992	9.1	天地玄黄(3677)
4.292	1969	8.7	虎豹小霸王(1304)
4.292	1954	8.2	山椒大夫(8188)
4.292	1975	8.3	魔笛(7577)
4.291	2004	8.0	空房间(30803)
4.291	1955	8.0	夏夜的微笑(7941)
4.290	1952	7.9	蓬门今始为君开(1226)
4.290	1997	7.8	西班牙囚犯(1834)
4.290	1960	8.0	孽海痴魂(4190)
4.290	2005	7.8	真相大白(36535)
4.290	1996	NaN	None(1319)
4.289	2007	8.4	这个男人来自地球(55908)
4.289	1981	7.1	歌剧红伶(1264)
4.289	1999	8.3	九月的某一天(3989)
4.289	1987	8.1	巴贝特之宴(6791)
4.288	1987	7.8	铁面无私(2194)
4.287	1960	8.6	桃色公寓(909)
4.287	1973	NaN	None(6051)
4.287	1983	8.7	城南旧事(6136)
4.286	1954	7.7	龙凤配(915)
4.286	1925	8.8	七次机会(3232)
4.286	2001	7.6	印度往事(6776)
4.286	2000	7.8	公主与侠客(4380)
4.286	2004	6.6	亲密的陌生人(27768)
4.286	2002	8.0	鲸骑士(6385)
4.285	1958	7.7	面孔(7940)
4.285	1999	7.8	导演狂想曲(3007)
4.285	1953	8.5	雨月物语(8199)
4.285	1988	7.2	神秘失踪(4546)
4.284	1995	7.7	阿波罗13号(150)
4.283	2007	7.8	老无所依(55820)
4.283	1936	9.1	摩登时代(3462)
4.283	2001	8.0	死亡实验(5608)
4.283	1982	7.7	巨蟒在好莱坞(6104)
4.282	2004	7.4	蒲公英(27878)
4.282	1967	7.5	十二金刚(2944)
4.282	1990	8.0	米勒的十字路口(1245)
4.281	1977	8.4	朦胧的欲望(4928)
4.281	1943	7.7	龙城风云(7218)
4.281	1948	8.0	夺魂索(2176)
4.281	1982	NaN	None(5934)
4.281	1965	9.0	再生缘(6178)
4.279	1962	8.4	花落莺啼春(8068)
4.279	1975	8.7	热天午后(3362)
4.279	1986	8.1	野战排(1090)
4.279	1970	0.0	玛塔在里斯本(6920)
4.278	1978	7.2	动物屋(3421)
4.278	1989	8.2	神秘列车(3521)
4.277	2000	NaN	None(62336)
4.277	2000	8.5	光辉岁月(3916)
4.277	1964	6.7	呆鹅爸爸(4795)
4.276	1987	8.2	哭喊自由(4095)
4.276	1969	8.4	日落黄沙(599)
4.276	1994	8.8	饮食男女(232)
4.275	1994	8.7	非洲：塞伦盖蒂国家公园(4458)
4.275	1989	7.5	情到深处(2248)
4.275	2003	NaN	None(8121)
4.275	1955	8.4	伊甸园之东(949)
4.274	1997	7.8	城堡(2618)
4.273	1988	7.5	火炬三步曲(4555)
4.273	1943	8.2	百战将军(5825)
4.272	2002	8.7	无间道(7981)
4.272	1973	8.6	巴比龙(3198)
4.272	1990	7.6	猎杀红色十月(1610)
4.271	1972	0.0	龙虎怪杰(7063)
4.271	1960	8.8	惊魂记(1219)
4.271	2003	8.0	海底总动员(6377)
4.271	1947	7.1	逃狱雪冤(7217)
4.270	1941	7.6	约翰・多伊(973)
4.270	1956	7.7	擒凶记(2183)
4.270	1955	7.9	猎人之夜(7013)
4.270	1984	7.8	终结者(1240)
4.269	1968	9.1	蒙特利流行音乐节(7979)
4.268	1991	NaN	None(6971)
4.268	1988	7.8	挨个儿淹死(4500)
4.268	1999	9.0	成吉思汗蓝调(7786)
4.268	1995	7.9	死囚漫步(36)
4.267	2004	8.0	灵魂歌王(8958)
4.267	2000	8.2	花样年华(4144)
4.267	2002	0.0	Gigantic ( A Tale of Two Johns )(6375)
4.267	2002	6.3	英雄(7090)
4.267	2003	8.4	两小无猜(9010)
4.266	1939	7.9	妮诺契卡(936)
4.266	1958	8.4	朱门巧妇(971)
4.266	2007	7.9	伯纳德行动(58303)
4.266	1973	8.3	寒窗恋(3733)
4.265	1996	8.4	闪亮的风采(1357)
4.264	1989	7.1	迷幻牛郎(3019)
4.264	2007	8.1	追风筝的人(56607)
4.264	2007	7.7	美国黑帮(55765)
4.264	2004	8.5	帝国的毁灭(31410)
4.263	1994	8.6	篮球梦(246)
4.263	1998	7.7	伊丽莎白(2336)
4.263	1994	8.9	活着(326)
4.263	2001	7.9	怪物史瑞克(4306)
4.262	2007	7.9	血色将至(56782)
4.262	1958	8.4	我的舅舅(7206)
4.262	1987	8.0	欲望法则(26599)
4.261	1970	8.1	战略大作战(3836)
4.260	2004	8.4	法兰基，我的爱(8530)
4.260	1999	8.0	惊曝内幕(3006)
4.259	2002	7.5	玩偶(8327)
4.259	2003	9.2	查维兹复辟记(6935)
4.259	2003	8.9	野鹦鹉(32582)
4.258	1989	8.8	死亡诗社(1246)
4.258	1947	8.3	漩涡之外(2066)
4.257	2001	9.1	迁徙的鸟(6299)
4.257	2006	7.3	人类之子(48774)
4.257	1989	7.9	罪与错(2973)
4.257	2005	8.1	爱疯狂(40870)
4.257	1942	9.2	你逃我也逃(946)
4.257	1973	8.2	豺狼的日子(8207)
4.256	1966	7.9	灵欲春宵(2132)
4.255	1989	8.2	魔女宅急便(26662)
4.255	1958	8.1	战国英豪(7925)
4.254	1959	8.4	宾虚(1287)
4.254	2002	7.9	前进天堂(7139)
4.254	1960	7.5	豪勇七蛟龙(4327)
4.253	1997	7.7	又快又贱又失控(1649)
4.253	1993	8.3	盖茨堡之役(4047)
4.252	1982	NaN	None(5288)
4.252	2006	8.1	阳光小美女(46578)
4.252	1982	8.7	茶花女(6144)
4.252	1937	7.2	赌马风波(8542)
4.251	2006	0.0	谢谢(44195)
4.251	2004	7.4	情归新泽西(8784)
4.251	1975	6.9	秃鹰七十二小时(2819)
4.251	1998	7.7	晚餐游戏(2696)
4.250	1954	7.4	金钱不要碰(31590)
4.250	1964	7.6	雄霸天下(26111)
4.250	2005	8.2	傲慢与偏见(40629)
4.249	1989	7.6	亨利五世(1224)
4.249	1995	7.4	劝导(28)
4.249	1983	7.7	丹东(5937)
4.248	1993	7.6	王者之旅(529)
4.248	2007	8.2	伟大辩手(56885)
4.248	2006	7.8	末代独裁(48738)
4.248	1995	6.9	寒冷舒适的农庄(728)
4.247	1938	7.1	休假日(25850)
4.247	1994	8.8	烈日灼人(213)
4.247	1991	NaN	None(8580)
4.247	1962	8.1	相见时难别亦难(4263)
4.247	1994	0.0	Sex(1133)
4.247	2004	8.2	百万美元宝贝(30707)
4.246	1936	7.5	摇摆乐时代(7055)
4.246	1946	NaN	None(2927)
4.246	2006	7.1	007：大战皇家赌场(49272)
4.246	1964	8.2	荒野大镖客(2951)
4.246	1972	7.9	带子雄狼 出租孩子与武艺(26269)
4.245	1955	NaN	None(5333)
4.245	1995	8.0	童梦失魂夜(29)
4.245	2007	4.7	病房(58622)
4.245	1979	8.2	曼哈顿(1244)
4.244	1953	9.1	东京物语(6643)
4.244	1980	8.0	象人(2313)
4.244	1987	8.4	柏林苍穹下(1211)
4.244	1951	7.2	一个美国人在巴黎(900)
4.244	1998	7.4	越战未亡人(3609)
4.244	2008	6.1	模范贱兄弟(63131)
4.244	2003	8.4	二手狮王(6753)
4.243	1995	7.9	玩具总动员(1)
4.243	1993	8.4	土拨鼠之日(1265)
4.242	1951	8.8	麦秋(8785)
4.242	1950	8.5	奥菲斯(25954)
4.242	1993	8.4	古尔德的32个短片(549)
4.242	2005	8.3	圣诞快乐(40414)
4.242	1970	8.0	陆军野战医院(5060)
4.242	1973	7.4	漫长的告别(2511)
4.242	2005	8.6	人生七年第七季(50658)
4.241	1963	8.8	豹(8724)
4.241	1960	7.9	斯巴达克斯(2728)
4.241	1948	8.0	红菱艳(6660)
4.240	1981	8.8	The Decline of Western Civilization(3679)
4.240	1970	7.1	费尼兹花园(4424)
4.240	1979	8.8	潜行者(1232)
4.239	2000	8.9	一一(4334)
4.239	1981	7.0	弗农，佛罗里达(5914)
4.239	1954	7.4	叛舰凯恩号(8337)
4.238	2001	7.1	美味关系(5525)
4.238	1960	8.1	懒汉睡夫(26064)
4.238	2005	8.0	足球流氓(37731)
4.238	2004	8.3	解密福克斯：默多克的新闻界战争(27912)
4.238	2007	7.5	星尘(54259)
4.237	1978	7.9	午夜快车(3498)
4.237	1964	7.8	窈窕淑女(914)
4.237	2008	7.9	功夫熊猫(59784)
4.237	1988	7.7	烈血大风暴(4326)
4.236	1990	8.3	巴黎在燃烧(1192)
4.236	1964	7.6	粉红豹系列：黑夜怪枪(7073)
4.236	1960	7.2	浪子春潮(5119)
4.236	1995	8.2	离魂异客(714)
4.235	1971	8.3	屋顶上的小提琴手(4857)
4.235	2005	8.0	狂热舞厅(33639)
4.235	2006	0.0	Ficción(46976)
4.234	2000	7.5	九个皇后(5319)
4.234	1973	7.6	冲突(3735)
4.234	1990	8.3	长脚女佣(3713)
4.234	1992	8.3	不可饶恕(1266)
4.234	1983	8.1	化妆师(8379)
4.233	1993	8.5	蓝白红三部曲之蓝(307)
4.233	1942	7.1	海角擒凶(2204)
4.233	2002	8.0	缱绻星光下(5820)
4.232	1965	7.9	朱丽叶与魔鬼(7067)
4.232	1956	NaN	None(7075)
4.232	2004	7.7	寻找梦幻岛(8970)
4.232	1997	7.5	角色(1860)
4.232	1983	6.8	假期历险记(2795)
4.232	2002	7.8	巴士174事件(6869)
4.231	2003	7.8	野蛮入侵(6954)
4.231	1967	8.5	独行杀手(7587)
4.230	1935	7.2	喋血船长(8167)
4.230	1992	7.7	好人寥寥(2268)
4.230	1936	7.7	假戏真做(25826)
4.230	2006	7.9	文字游戏(46850)
4.229	1953	8.3	蓬车队(935)
4.229	1992	7.8	兄弟的监护人(6612)
4.229	1947	7.6	出卖灵肉的人(5289)
4.229	1963	7.3	原野铁汉(3467)
4.229	1983	8.9	西力传(7934)
4.229	1952	8.6	禁忌的游戏(6982)
4.229	1993	8.4	影子大地(534)
4.228	2002	7.1	新基督山伯爵(5064)
