4.552	1172::Cinema Paradiso (Nuovo cinema Paradiso) (1989)::Comedy|Drama|Romance::None::None
4.550	6650::Kind Hearts and Coronets (1949)::Comedy|Drama::仁心与冠冕::8.4
4.542	2329::American History X (1998)::Crime|Drama::美国X档案::8.5
4.542	1203::12 Angry Men (1957)::Drama::十二怒汉::9.3
4.541	7153::Lord of the Rings: The Return of the King, The (2003)::Action|Adventure|Fantasy::指环王3：王者无敌::9
4.538	1234::Sting, The (1973)::Comedy|Crime::骗中骗::8.6
4.537	670::World of Apu, The (Apur Sansar) (1959)::Drama::大树之歌::8.8
4.536	2186::Strangers on a Train (1951)::Crime|Drama|Film-Noir|Thriller::火车怪客::7.8
4.535	1178::Paths of Glory (1957)::Drama|War::光荣之路::8.6
4.531	1218::Killer, The (Die xue shuang xiong) (1989)::Action|Crime|Drama|Thriller::None::None
4.529	64620::Frost/Nixon (2008)::Drama::对话尼克松::8
4.529	1303::Man Who Would Be King, The (1975)::Adventure|Drama::国王迷::7.5
4.528	4973::Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)::Comedy|Romance::天使爱美丽::8.8
4.527	1193::One Flew Over the Cuckoo's Nest (1975)::Comedy|Drama::飞越疯人院::9
4.522	903::Vertigo (1958)::Drama|Mystery|Romance|Thriller::迷魂记::8.5
4.519	1260::M (1931)::Crime|Film-Noir|Thriller::M就是凶手::8.3
4.519	3077::42 Up (1998)::Documentary::亡命煞星::0
4.518	912::Casablanca (1942)::Drama|Romance::卡萨布兰卡::8.6
4.514	4993::Lord of the Rings: The Fellowship of the Ring, The (2001)::Action|Adventure|Fantasy::指环王1：魔戒再现::8.8
4.514	1221::Godfather: Part II, The (1974)::Crime|Drama::教父2::9
4.513	26614::Bourne Identity, The (1988)::Action|Adventure|Drama|Mystery|Thriller::None::None
4.513	4226::Memento (2000)::Crime|Drama|Mystery|Thriller::记忆碎片::8.5
4.513	5952::Lord of the Rings: The Two Towers, The (2002)::Action|Adventure|Fantasy::指环王2：双塔奇兵::8.8
4.511	2843::Black Cat, White Cat (Crna macka, beli macor) (1998)::Comedy|Romance::黑猫白猫::8.5
4.510	2762::Sixth Sense, The (1999)::Drama|Mystery|Thriller::第六感::8.7
4.507	1256::Duck Soup (1933)::Comedy|Musical::鸭羹::7.1
4.505	2019::Seven Samurai (Shichinin no samurai) (1954)::Action|Drama::七武士::9.1
4.503	750::Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)::Comedy|War::奇爱博士::8.7
4.499	110::Braveheart (1995)::Action|Drama|War::勇敢的心::8.7
4.499	1148::Wallace & Gromit: The Wrong Trousers (1993)::Animation|Children|Comedy|Crime::超级无敌掌门狗：引鹅入室::8.8
4.497	3334::Key Largo (1948)::Crime|Drama|Film-Noir|Thriller::盖世枭雄::7.9
4.491	1197::Princess Bride, The (1987)::Action|Adventure|Comedy|Fantasy|Romance::公主新娘::6.7
4.491	1284::Big Sleep, The (1946)::Crime|Film-Noir|Mystery::夜长梦多::7.4
4.490	2726::Killing, The (1956)::Crime|Film-Noir::杀手::8.4
4.488	2940::Gilda (1946)::Drama|Film-Noir|Mystery|Romance::吉尔达::7.6
4.488	916::Roman Holiday (1953)::Comedy|Romance::罗马假日::8.9
4.487	32657::Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)::Animation|Drama::种树的牧羊人::9.1
4.486	8684::Man Escaped, A (Un condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)::Adventure|Drama::死囚越狱::8.8
4.485	1248::Touch of Evil (1958)::Crime|Film-Noir|Thriller::历劫佳人::8.3
4.480	1273::Down by Law (1986)::Comedy|Drama::不法之徒::8.4
4.479	7767::Best of Youth, The (La Meglio gioventù) (2003)::Drama::灿烂人生::9.3
4.477	898::Philadelphia Story, The (1940)::Comedy|Romance::费城故事::7.5
4.476	7762::Tinker, Tailor, Soldier, Spy (1979)::Drama|Thriller::None::None
4.476	905::It Happened One Night (1934)::Comedy|Romance::一夜风流::8.5
4.476	1217::Ran (1985)::Drama|War::乱::8.6
4.475	5618::Spirited Away (Sen to Chihiro no kamikakushi) (2001)::Adventure|Animation|Children|Fantasy::千与千寻::9
4.475	1223::Wallace & Gromit: A Grand Day Out (1989)::Adventure|Animation|Children|Comedy|Sci-Fi::超级无敌掌门狗：月球野餐记::8.5
4.473	33451::Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)::Comedy|Drama::惊恐、污秽、邪恶::8.4
4.472	6981::Word, The (Ordet) (1955)::Drama::词语::8.4
4.471	5971::My Neighbor Totoro (Tonari no Totoro) (1988)::Animation|Children|Fantasy::龙猫::9.1
4.470	3265::Hard-Boiled (Lat sau san taam) (1992)::Action|Crime|Drama|Thriller::None::None
4.469	32892::My Name Is Ivan (a.k.a. Ivan's Childhood) (Ivanovo detstvo) (1962)::Drama|War::None::None
4.469	1233::Boat, The (Das Boot) (1981)::Action|Drama|War::从海底出击::8.9
4.468	951::His Girl Friday (1940)::Comedy|Romance::女友礼拜五::8
4.467	1280::Raise the Red Lantern (Da hong deng long gao gao gua) (1991)::Drama::大红灯笼高高挂::8
4.467	1136::Monty Python and the Holy Grail (1975)::Comedy::巨蟒与圣杯::8
4.467	665::Underground (1995)::Comedy|Drama|War::地下::9.2
4.465	214::Before the Rain (Pred dozhdot) (1994)::Drama|War::暴雨将至::8.7
4.463	913::Maltese Falcon, The (1941)::Film-Noir|Mystery::马耳他之鹰::7.6
4.463	4454::More (1998)::Animation|IMAX|Sci-Fi::更多::8.5
4.463	2203::Shadow of a Doubt (1943)::Film-Noir|Thriller::辣手摧花::7.5
4.462	1262::Great Escape, The (1963)::Action|Adventure|Drama|War::大逃亡::8.3
4.461	32649::Special Day, A (Una Giornata Particolare) (1977)::Drama|War::特殊的一天::8.2
4.460	930::Notorious (1946)::Film-Noir|Romance|Thriller::美人计::7.8
4.460	60069::WALL·E (2008)::Adventure|Animation|Children|Comedy|Romance|Sci-Fi::机器人总动员::9.3
4.459	5008::Witness for the Prosecution (1957)::Drama|Mystery|Thriller::控方证人::9.4
4.459	2028::Saving Private Ryan (1998)::Action|Drama|War::拯救大兵瑞恩::8.7
4.458	2935::Lady Eve, The (1941)::Comedy|Romance::淑女伊芙::7.7
4.458	4878::Donnie Darko (2001)::Drama|Mystery|Sci-Fi|Thriller::死亡幻觉::7.4
4.458	59315::Iron Man (2008)::Action|Adventure|Sci-Fi::钢铁侠::7.5
4.457	3038::Face in the Crowd, A (1957)::Drama::登龙一梦::8.1
4.457	7396::Scenes From a Marriage (Scener ur ett äktenskap) (1973)::Drama::婚姻生活::8.8
4.456	1236::Trust (1990)::Comedy|Drama|Romance::信任::8.7
4.455	928::Rebecca (1940)::Drama|Mystery|Romance|Thriller::蝴蝶梦::8.2
4.455	1086::Dial M for Murder (1954)::Mystery|Thriller::电话谋杀案::8.5
4.454	6918::Unvanquished, The (Aparajito) (1957)::Drama::None::None
4.451	4187::Lilies of the Field (1963)::Drama::野百合::8.2
4.450	31903::Zelary (2003)::Drama|Romance::None::None
4.448	1963::Take the Money and Run (1969)::Comedy|Crime::傻瓜入狱记::8
4.447	7156::Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)::Documentary::战争迷雾::7.9
4.446	2937::Palm Beach Story, The (1942)::Comedy::棕榈滩的故事::7.1
4.444	3435::Double Indemnity (1944)::Crime|Drama|Film-Noir::双重赔偿::8.5
4.444	356::Forrest Gump (1994)::Comedy|Drama|Romance|War::阿甘正传::9.3
4.443	942::Laura (1944)::Crime|Film-Noir|Mystery::罗拉秘史::8
4.443	5690::Grave of the Fireflies (Hotaru no haka) (1988)::Animation|Drama|War::亲蜜敌人::0
4.443	1269::Arsenic and Old Lace (1944)::Comedy|Mystery|Thriller::毒药与老妇::7.6
4.441	1201::Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)::Action|Adventure|Western::黄金三镖客::9.1
4.441	899::Singin' in the Rain (1952)::Comedy|Musical|Romance::雨中曲::8.9
4.440	2858::American Beauty (1999)::Drama::美国丽人::8.3
4.439	3468::Hustler, The (1961)::Drama::江湖浪子::7.7
4.439	1213::Goodfellas (1990)::Crime|Drama::好家伙::8.3
4.438	632::Land and Freedom (Tierra y libertad) (1995)::Drama|War::以祖国之名::8.1
4.438	1237::Seventh Seal, The (Sjunde inseglet, Det) (1957)::Drama|Fantasy::第七封印::8.3
4.438	2208::Lady Vanishes, The (1938)::Drama|Mystery|Thriller::贵妇失踪记::8
4.436	1207::To Kill a Mockingbird (1962)::Drama::杀死一只知更鸟::8.3
4.436	306::Three Colors: Red (Trois couleurs: Rouge) (1994)::Drama::蓝白红三部曲之红::8.7
4.435	1147::When We Were Kings (1996)::Documentary::当我们是拳王的日子::7.5
4.433	27815::Chorus, The (Les Choristes) (2004)::Drama::The Puppeteer::0
4.433	3469::Inherit the Wind (1960)::Drama::风的传人::8.3
4.433	7327::Persona (1966)::Drama::假面::8.7
4.433	1132::Manon of the Spring (Manon des sources) (1986)::Drama::甘泉玛侬::7.8
4.430	1210::Star Wars: Episode VI - Return of the Jedi (1983)::Action|Adventure|Sci-Fi::星球大战3：绝地归来::8.1
4.430	8228::Maltese Falcon, The (a.k.a. Dangerous Female) (1931)::Action|Crime|Drama|Film-Noir|Mystery::枭巢喋血战::0
4.429	945::Top Hat (1935)::Comedy|Musical|Romance::礼帽::8.1
4.429	26073::Human Condition III, The (Ningen no joken III) (1961)::Drama|War::人间的条件（第五、六部）::8.9
4.429	26048::Human Condition II, The (Ningen no joken II) (1959)::Drama|War::人间的条件（第一、二部）::8.5
4.428	2732::Jules and Jim (Jules et Jim) (1961)::Drama|Romance::None::None
4.427	3091::Kagemusha (1980)::Drama|War::影子武士::8.8
4.425	5995::Pianist, The (2002)::Drama|War::钢琴家::8.9
4.424	1949::Man for All Seasons, A (1966)::Drama::日月精忠::7.8
4.423	5398::Requiem for a Heavyweight (1962)::Drama::Requiem for a Heavyweight::0
4.422	541::Blade Runner (1982)::Adventure|Drama|Film-Noir|Sci-Fi|Thriller::银翼杀手::8
4.421	1291::Indiana Jones and the Last Crusade (1989)::Action|Adventure::夺宝奇兵3::8.1
4.421	48516::Departed, The (2006)::Crime|Drama|Thriller::无间道风云::7
4.420	3429::Creature Comforts (1989)::Animation|Comedy::衣食住行::8.1
4.420	457::Fugitive, The (1993)::Thriller::亡命天涯::7.8
4.418	5839::My Father's Glory (Gloire de mon Père) (1990)::Comedy|Drama::父亲的荣耀::8.5
4.417	1189::Thin Blue Line, The (1988)::Documentary::细细的蓝线::8.1
4.415	3683::Blood Simple (1984)::Crime|Drama|Film-Noir::小警察，皮诺::0
4.415	2938::Man Facing Southeast (Hombre mirando al sudeste) (1986)::Drama|Sci-Fi::面向东南方的男人::8.7
4.414	3634::Seven Days in May (1964)::Thriller::五月中的七天::8.2
4.413	2731::400 Blows, The (Les Quatre cents coups) (1959)::Crime|Drama::四百击::8.7
4.413	2972::Red Sorghum (Hong gao liang) (1987)::Drama|War::红高粱::8.1
4.413	6639::Wait Until Dark (1967)::Drama|Horror|Thriller::盲女惊魂记::7.7
4.413	4298::Rififi (Du rififi chez les hommes) (1955)::Crime|Film-Noir|Thriller::男人的争斗::8.6
4.413	911::Charade (1963)::Comedy|Crime|Mystery|Romance|Thriller::谜中谜::7.9
4.413	8033::How to Steal a Million (1966)::Comedy|Crime|Romance::偷龙转凤::8.1
4.411	1704::Good Will Hunting (1997)::Drama|Romance::心灵捕手::8.6
4.410	6970::Desk Set (1957)::Comedy|Romance::电脑风云::7.4
4.409	720::Wallace & Gromit: The Best of Aardman Animation (1996)::Adventure|Animation|Comedy::超级无敌掌门狗：阿德曼动画精选::8.9
4.409	32179::Elevator to the Gallows (Ascenseur pour l'échafaud) (1958)::Crime|Drama|Thriller::通往绞刑架的电梯::8.4
4.409	3196::Stalag 17 (1953)::Drama|War::战地军魂::8.4
4.408	1361::Paradise Lost: The Child Murders at Robin Hood Hills (1996)::Documentary::失乐天堂：罗宾汉山儿童谋杀案::7.8
4.407	293::Léon: The Professional (Léon) (Professional, The) (1994)::Crime|Drama|Romance|Thriller::这个杀手不太冷::9.4
4.407	8827::Bill Cosby, Himself (1983)::Comedy|Documentary::None::None
4.406	922::Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)::Drama|Film-Noir|Romance::日落大道::8.7
4.406	32160::Twentieth Century (1934)::Comedy::二十世纪快车::7.3
4.406	8014::Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)::Drama::春夏秋冬又一春::8.5
4.406	2788::Monty Python's And Now for Something Completely Different (1971)::Comedy::巨蟒剧团：前所未有的表演|And Now for Something Completely Different::8.3
4.405	1252::Chinatown (1974)::Crime|Film-Noir|Mystery|Thriller::唐人街::8.2
4.404	2859::Stop Making Sense (1984)::Documentary|Musical::别假正经::9.1
4.404	3097::Shop Around the Corner, The (1940)::Comedy|Drama|Romance::街角的商店::8.6
4.404	1617::L.A. Confidential (1997)::Crime|Film-Noir|Mystery|Thriller::洛城机密::8.5
4.404	1231::Right Stuff, The (1983)::Drama::太空先锋::7.6
4.404	7706::Animal Crackers (1930)::Comedy::疯狂的动物::6.8
4.404	8128::Goodbye Children (Au revoir les enfants) (1987)::Drama::再见，孩子们::8.5
4.403	123::Chungking Express (Chóngqìng Senlín) (1994)::Drama|Mystery|Romance::重庆森林::8.6
4.402	678::Some Folks Call It a Sling Blade (1993)::Drama|Thriller::新加坡弹弓::0
4.402	61240::Let the Right One In (Låt den rätte komma in) (2008)::Drama|Horror|Romance::生人勿进::7.6
4.402	47::Seven (a.k.a. Se7en) (1995)::Crime|Horror|Mystery|Thriller::None::None
4.402	3090::Matewan (1987)::Drama::怒火战线::7.5
4.402	2686::Red Violin, The (Violon rouge, Le) (1998)::Drama|Mystery::红色小提琴::8.1
4.401	2330::Hands on a Hard Body (1996)::Comedy|Documentary::Un cos al bosc (1996)::0
4.401	2931::Time of the Gypsies (Dom za vesanje) (1989)::Drama::奴仆时代::0
4.401	7924::Stray Dog (Nora inu) (1949)::Drama|Film-Noir|Thriller::野良犬::8
4.400	7023::Wedding Banquet, The (Hsi yen) (1993)::Comedy|Drama|Romance::喜宴::8.6
4.399	1253::Day the Earth Stood Still, The (1951)::Drama|Sci-Fi|Thriller::地球停转之日::7.1
4.399	55814::Diving Bell and the Butterfly, The (Le Scaphandre et le papillon) (2007)::Drama|Film-Noir::蝴蝶::0
4.399	953::It's a Wonderful Life (1946)::Drama|Fantasy|Romance::生活多美好::9.1
4.398	97::Hate (Haine, La) (1995)::Drama::怒火青春::8.3
4.398	5878::Talk to Her (Hable con Ella) (2002)::Drama|Romance::对她说::8.6
4.398	3275::Boondock Saints, The (2000)::Action|Comedy|Crime|Drama|Thriller::惊爆大选绑票案::0
4.396	3147::Green Mile, The (1999)::Crime|Drama|Fantasy::绿里奇迹::8.6
4.394	3089::Bicycle Thief, The (Ladri di biciclette) (1948)::Drama::None::None
4.394	5385::Last Waltz, The (1978)::Documentary::最后华尔兹::8.6
4.393	926::All About Eve (1950)::Drama::彗星美人::8.4
4.393	5603::Lavender Hill Mob, The (1951)::Comedy|Crime::拉凡德山的暴徒::7.6
4.392	1267::Manchurian Candidate, The (1962)::Crime|Thriller|War::满洲候选人::7.1
4.392	1446::Kolya (Kolja) (1996)::Comedy|Drama::给我一个爸::8.3
4.392	7215::To Have and Have Not (1944)::Drama|Romance|Thriller::逃亡::7.8
4.392	1131::Jean de Florette (1986)::Drama::恋恋山城::8.2
4.392	5782::Professional, The (Le Professionnel) (1981)::Action|Drama|Thriller::逃亡者::0
4.392	27846::Corporation, The (2003)::Documentary::大企业::8.4
4.391	2351::Nights of Cabiria (Notti di Cabiria, Le) (1957)::Drama::卡比利亚之夜::9
4.390	2360::Celebration, The (Festen) (1998)::Drama::家宴::8.1
4.390	1358::Sling Blade (1996)::Drama|Thriller::弹簧刀::8
4.390	6460::Trial, The (Le Procès) (1962)::Drama::审判::8.6
4.389	1272::Patton (1970)::Drama|War::巴顿将军::8.1
4.388	30749::Hotel Rwanda (2004)::Drama|War::卢旺达饭店::8.7
4.387	1293::Gandhi (1982)::Drama::甘地传::8.5
4.387	3341::Born Yesterday (1950)::Comedy::绛帐海棠香::6.9
4.387	1283::High Noon (1952)::Western::正午::8.3
4.385	26865::Fist of Legend (Jing wu ying xiong) (1994)::Action|Drama::精武英雄::7.9
4.385	1199::Brazil (1985)::Comedy|Fantasy|Romance|Sci-Fi::妙想天开::8.2
4.384	27611::Battlestar Galactica (2003)::Action|Adventure|Sci-Fi::None::None
4.383	3000::Princess Mononoke (Mononoke-hime) (1997)::Action|Adventure|Animation|Drama|Fantasy::幽灵公主::8.7
4.383	3035::Mister Roberts (1955)::Comedy|Drama|War::罗伯茨先生::8
4.383	31658::Howl's Moving Castle (Hauru no ugoku shiro) (2004)::Adventure|Animation|Fantasy|Romance|Sci-Fi::哈尔的移动城堡::8.6
4.382	1242::Glory (1989)::Action|Drama|War::光荣::7.9
4.381	1950::In the Heat of the Night (1967)::Drama|Mystery::炎热的夜晚::7.7
4.381	26258::Topo, El (1970)::Fantasy|Western::鼹鼠::7.9
4.381	1235::Harold and Maude (1971)::Comedy|Drama|Romance::哈洛与慕德::8.3
4.381	933::To Catch a Thief (1955)::Crime|Mystery|Romance|Thriller::捉贼记::7
4.379	5022::Servant, The (1963)::Drama::仆人::8.5
4.379	2930::Return with Honor (1998)::Documentary::地狱搜查线::7.3
4.379	4011::Snatch (2000)::Action|Comedy|Crime|Thriller::偷拐抢骗::8.5
4.378	1299::Killing Fields, The (1984)::Drama|War::杀戮战场::8.2
4.378	2612::Mildred Pierce (1945)::Drama|Film-Noir::欲海情魔::7.8
4.377	5932::Burden of Dreams (1982)::Documentary::电影梦::8.6
4.377	59387::Fall, The (2006)::Adventure|Drama|Fantasy::坠入::8.5
4.376	1276::Cool Hand Luke (1967)::Drama::铁窗喋血::8.1
4.376	8132::Gladiator (1992)::Action|Drama::终极斗士::6.9
4.375	38304::No Direction Home: Bob Dylan (2005)::Documentary::没有家的方向::8.7
4.374	2357::Central Station (Central do Brasil) (1998)::Drama::中央车站::8.7
4.373	7833::Shadow of the Thin Man (1941)::Comedy|Crime|Mystery::Shadow of the Thin Man::6.5
4.373	2067::Doctor Zhivago (1965)::Drama|Romance|War::日瓦戈医生::8.5
4.372	5291::Rashomon (Rashômon) (1950)::Crime|Drama|Mystery::罗生门::8.7
4.371	54286::Bourne Ultimatum, The (2007)::Action|Adventure|Mystery|Thriller::谍影重重3::8.6
4.370	1225::Amadeus (1984)::Drama::莫扎特传::8.6
4.370	3134::Grand Illusion (Grande illusion, La) (1937)::Drama|War::大幻影::8.4
4.370	1251::8 1/2 (1963)::Drama|Fantasy::八部半::8.5
4.365	4046::Friendly Persuasion (1956)::Drama::四海一家::6.8
4.365	4920::Now, Voyager (1942)::Drama|Romance::扬帆::7.3
4.364	7256::Touching the Void (2003)::Adventure|Documentary::冰峰168小时::8.6
4.364	64839::Wrestler, The (2008)::Drama::摔角王::8.3
4.364	2609::King of Masks, The (Bian Lian) (1996)::Drama::变脸::8.3
4.363	4235::Amores Perros (Love's a Bitch) (2000)::Drama|Thriller::爱情是狗娘::8.3
4.361	1175::Delicatessen (1991)::Comedy|Drama|Romance::黑店狂想曲::8
4.361	27773::Oldboy (2005)::Action|Adventure|Crime|Drama|Mystery|Thriller::None::None
4.360	6273::In a Lonely Place (1950)::Drama|Film-Noir|Mystery|Romance::兰闺艳血::8.1
4.360	111::Taxi Driver (1976)::Crime|Drama|Thriller::出租车司机::8.4
4.359	5404::84 Charing Cross Road (1987)::Drama|Romance::查令十字街84号::8.5
4.359	7099::Nausicaä of the Valley of the Winds (Kaze no tani no Naushika) (1984)::Adventure|Animation|Drama|Fantasy|Sci-Fi::风之谷::8.7
4.358	6644::Green Ray, The (Rayon vert, Le) (1986)::Drama|Romance::None::None
4.358	3096::My Man Godfrey (1957)::Comedy::彩凤伴金龙::0
4.357	602::Great Day in Harlem, A (1994)::Documentary::A Great Day in Harlem::0
4.357	4183::Unbelievable Truth, The (1989)::Comedy|Drama::难以置信的事实::6.6
4.356	63876::Milk (2008)::Drama::米尔克::8.2
4.356	3789::Pawnbroker, The (1964)::Drama::典当商::8.8
4.355	947::My Man Godfrey (1936)::Comedy::我的高德弗里::7.6
4.354	1946::Marty (1955)::Drama|Romance::君子好逑::7.2
4.353	2501::October Sky (1999)::Drama::十月的天空::8.4
4.353	969::African Queen, The (1951)::Adventure|Comedy|Romance|War::非洲女王号::7.5
4.351	33166::Crash (2004)::Crime|Drama::撞车::8.6
4.351	5059::Little Dieter Needs to Fly (1997)::Documentary::小小迪特想要飞::8.3
4.350	3359::Breaking Away (1979)::Comedy|Drama::告别昨日::8.2
4.350	7834::After the Thin Man (1936)::Comedy|Crime|Mystery|Romance::迷雾重重::7.5
4.349	2677::Buena Vista Social Club (1999)::Documentary|Musical::乐满哈瓦那::9.1
4.349	8491::White Heat (1949)::Crime|Drama|Film-Noir::歼匪喋血战::8.4
4.349	26082::Harakiri (Seppuku) (1962)::Drama::切腹::9.1
4.349	2804::Christmas Story, A (1983)::Children|Comedy::圣诞故事::7.7
4.347	1111::Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)::Documentary::微观世界::9
4.347	33794::Batman Begins (2005)::Action|Crime::蝙蝠侠：侠影之谜::7.9
4.346	27727::Head-On (Gegen die Wand) (2004)::Drama|Romance::勇往直前::8.2
4.345	3037::Little Big Man (1970)::Adventure|Comedy|Drama|Western::小巨人::8
4.345	1036::Die Hard (1988)::Action|Crime|Thriller::虎胆龙威::8.1
4.345	2966::Straight Story, The (1999)::Adventure|Drama::史崔特先生的故事::8.6
4.345	3814::Love and Death (1975)::Comedy::爱与死::8.3
4.344	48394::Pan's Labyrinth (El Laberinto del fauno) (2006)::Drama|Fantasy|Thriller::潘神的迷宫::7.7
4.344	6867::Station Agent, The (2003)::Comedy|Drama::心灵驿站::8.1
4.344	3508::Outlaw Josey Wales, The (1976)::Action|Adventure|Drama|Western::西部执法者::7.9
4.344	965::39 Steps, The (1935)::Drama|Mystery|Thriller::三十九级台阶::7.8
4.343	3062::Longest Day, The (1962)::Action|Drama|War::最长的一天::8.3
4.343	1797::Everest (1998)::Documentary|IMAX::珠穆朗玛峰::8.9
4.343	6098::Marathon Family, The (Maratonci Trce Pocasni Krug) (1982)::Comedy::Marathon::0
4.342	58::Postman, The (Postino, Il) (1994)::Comedy|Drama|Romance::邮差::8.7
4.342	5017::Big Heat, The (1953)::Drama|Film-Noir::大内幕::7.9
4.341	1545::Ponette (1996)::Drama::小孤星::8
4.341	7135::Shoot the Piano Player (Tirez sur le pianiste) (1960)::Crime|Drama|Romance|Thriller::射杀钢琴师::7.9
4.341	954::Mr. Smith Goes to Washington (1939)::Drama::史密斯先生到华盛顿::8.8
4.341	7478::Swimming to Cambodia (1987)::Drama::游向高棉::0
4.341	1296::Room with a View, A (1986)::Comedy|Drama|Romance::None::None
4.341	6119::Père Noël est une Ordure, Le (1982)::Comedy::没用的圣诞老人::6.7
4.340	37240::Why We Fight (2005)::Documentary::决战的理由::7.7
4.340	3022::General, The (1927)::Comedy|War::None::None
4.339	4262::Scarface (1983)::Action|Crime|Drama::疤面煞星::8.2
4.339	1209::Once Upon a Time in the West (C'era una volta il West) (1968)::Action|Drama|Western::西部往事::8.6
4.339	7361::Eternal Sunshine of the Spotless Mind (2004)::Comedy|Drama|Romance|Sci-Fi::暖暖内含光::8.4
4.339	2692::Run Lola Run (Lola rennt) (1998)::Action|Crime|Romance::罗拉快跑::8.2
4.338	581::Celluloid Closet, The (1995)::Documentary::赛璐路壁橱::8.3
4.337	1214::Alien (1979)::Action|Horror|Sci-Fi|Thriller::异形::7.8
4.337	1254::Treasure of the Sierra Madre, The (1948)::Action|Adventure|Drama|Western::碧血金沙::8.5
4.337	6787::All the President's Men (1976)::Drama|Thriller::惊天大阴谋::7.8
4.337	6967::Dead of Night (1945)::Horror|Mystery::死亡之夜::8.4
4.337	290::Once Were Warriors (1994)::Crime|Drama::战士奇兵::7.2
4.336	1259::Stand by Me (1986)::Adventure|Comedy|Drama::伴我同行::8.9
4.336	3365::Searchers, The (1956)::Drama|Western::搜索者::7.8
4.336	3801::Anatomy of a Murder (1959)::Drama|Mystery::桃色血案::8.1
4.336	1204::Lawrence of Arabia (1962)::Adventure|Drama|War::阿拉伯的劳伦斯::8.5
4.336	955::Bringing Up Baby (1938)::Comedy::育婴奇谭::7.5
4.335	923::Citizen Kane (1941)::Drama|Mystery::公民凯恩::8.4
4.335	4967::No Man's Land (2001)::Drama::无主之地::8.5
4.335	4783::Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)::Documentary::南极坚忍号::9.2
4.335	6023::Band of Outsiders (Bande à part) (1964)::Comedy|Crime|Drama|Romance::法外之徒::8.4
4.334	2542::Lock, Stock & Two Smoking Barrels (1998)::Comedy|Crime|Thriller::两杆大烟枪::9.1
4.334	3470::Dersu Uzala (1975)::Adventure|Drama::德尔苏·乌扎拉::8.4
4.332	4037::House of Games (1987)::Crime|Film-Noir|Mystery|Thriller::赌场::7.6
4.330	26729::Hearts of Darkness: A Filmmakers Apocalypse (1991)::Documentary::黑暗之心::8.6
4.330	1537::Shall We Dance? (Shall We Dansu?) (1996)::Comedy::谈谈情跳跳舞::8.1
